Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,1.900000,1.900000,1.900000,1.900000,1.553916,0
2015-01-05,1.770000,1.780000,1.720000,1.720000,1.406703,300
2015-01-06,1.720000,1.720000,1.720000,1.720000,1.406703,0
2015-01-07,1.720000,1.720000,1.720000,1.720000,1.406703,0
2015-01-08,1.720000,1.720000,1.720000,1.720000,1.406703,0
2015-01-09,1.720000,1.720000,1.720000,1.720000,1.406703,0
2015-01-12,1.720000,1.720000,1.720000,1.720000,1.406703,0
2015-01-13,1.740000,1.740000,1.720000,1.720000,1.406703,400
2015-01-14,1.720000,1.720000,1.720000,1.720000,1.406703,0
2015-01-15,1.720000,1.720000,1.720000,1.720000,1.406703,0
2015-01-16,1.720000,1.720000,1.720000,1.720000,1.406703,0
2015-01-20,1.720000,1.720000,1.720000,1.720000,1.406703,0
2015-01-21,1.720000,1.720000,1.720000,1.720000,1.406703,0
2015-01-22,1.720000,1.720000,1.720000,1.720000,1.406703,0
2015-01-23,1.720000,1.720000,1.720000,1.720000,1.406703,0
2015-01-26,1.720000,1.720000,1.720000,1.720000,1.406703,0
2015-01-27,1.720000,1.720000,1.720000,1.720000,1.406703,0
2015-01-28,1.720000,1.720000,1.720000,1.720000,1.406703,0
2015-01-29,1.720000,1.720000,1.720000,1.720000,1.406703,0
2015-01-30,1.720000,1.720000,1.720000,1.720000,1.406703,0
2015-02-02,1.900000,1.900000,1.900000,1.900000,1.553916,1500
2015-02-03,1.900000,1.900000,1.900000,1.900000,1.553916,0
2015-02-04,1.900000,1.900000,1.900000,1.900000,1.553916,0
2015-02-05,1.900000,1.900000,1.900000,1.900000,1.553916,0
2015-02-06,1.900000,1.900000,1.900000,1.900000,1.553916,0
2015-02-09,2.110000,2.110000,2.110000,2.110000,1.725664,2000
2015-02-10,2.110000,2.110000,2.110000,2.110000,1.725664,0
2015-02-11,2.110000,2.110000,2.110000,2.110000,1.725664,0
2015-02-12,2.110000,2.110000,2.110000,2.110000,1.725664,0
2015-02-13,2.220000,2.220000,2.220000,2.220000,1.815628,2000
2015-02-17,2.220000,2.220000,2.220000,2.220000,1.815628,0
2015-02-18,2.220000,2.220000,2.220000,2.220000,1.815628,0
2015-02-19,2.220000,2.220000,2.220000,2.220000,1.815628,0
2015-02-20,2.230000,2.230000,2.230000,2.230000,1.823806,500
2015-02-23,2.230000,2.230000,2.230000,2.230000,1.823806,0
2015-02-24,2.230000,2.230000,2.230000,2.230000,1.823806,0
2015-02-25,2.230000,2.230000,2.230000,2.230000,1.823806,0
2015-02-26,2.230000,2.230000,2.230000,2.230000,1.823806,0
2015-02-27,2.230000,2.230000,2.230000,2.230000,1.823806,0
2015-03-02,2.290000,2.290000,2.290000,2.290000,1.872877,1000
2015-03-03,2.290000,2.290000,2.290000,2.290000,1.872877,0
2015-03-04,2.290000,2.290000,2.290000,2.290000,1.872877,0
2015-03-05,2.290000,2.290000,2.290000,2.290000,1.872877,0
2015-03-06,2.290000,2.290000,2.290000,2.290000,1.872877,0
2015-03-09,2.290000,2.290000,2.290000,2.290000,1.872877,0
2015-03-10,2.290000,2.290000,2.290000,2.290000,1.872877,0
2015-03-11,2.370000,2.370000,2.370000,2.370000,1.938305,900
2015-03-12,2.370000,2.370000,2.370000,2.370000,1.938305,0
2015-03-13,2.370000,2.370000,2.370000,2.370000,1.938305,0
2015-03-16,2.370000,2.370000,2.370000,2.370000,1.938305,0
2015-03-17,2.370000,2.370000,2.370000,2.370000,1.938305,0
2015-03-18,2.290000,2.360000,2.290000,2.360000,1.930127,1200
2015-03-19,2.360000,2.360000,2.360000,2.360000,1.930127,0
2015-03-20,2.360000,2.360000,2.360000,2.360000,1.930127,0
2015-03-23,2.450000,2.450000,2.450000,2.450000,2.003733,3000
2015-03-24,2.450000,2.450000,2.450000,2.450000,2.003733,0
2015-03-25,2.450000,2.450000,2.450000,2.450000,2.003733,0
2015-03-26,2.430000,2.430000,2.430000,2.430000,1.987377,1000
2015-03-27,2.430000,2.430000,2.430000,2.430000,1.987377,0
2015-03-30,2.430000,2.430000,2.430000,2.430000,1.987377,0
2015-03-31,2.430000,2.430000,2.430000,2.430000,1.987377,0
2015-04-01,2.500000,2.500000,2.490000,2.490000,2.036448,3100
2015-04-02,2.520000,2.520000,2.520000,2.520000,2.060983,1300
2015-04-06,2.520000,2.520000,2.520000,2.520000,2.060983,0
2015-04-07,2.520000,2.520000,2.520000,2.520000,2.060983,0
2015-04-08,2.660000,2.660000,2.660000,2.660000,2.175483,400
2015-04-09,2.660000,2.660000,2.660000,2.660000,2.175483,0
2015-04-10,2.660000,2.660000,2.660000,2.660000,2.175483,0
2015-04-13,2.580000,2.580000,2.580000,2.580000,2.110054,400
2015-04-14,2.640000,2.640000,2.640000,2.640000,2.159125,1500
2015-04-15,2.610000,2.610000,2.610000,2.610000,2.134589,1000
2015-04-16,2.610000,2.610000,2.610000,2.610000,2.134589,0
2015-04-17,2.550000,2.550000,2.550000,2.550000,2.085519,500
2015-04-20,2.530000,2.530000,2.530000,2.530000,2.069162,500
2015-04-21,2.530000,2.530000,2.530000,2.530000,2.069162,0
2015-04-22,2.530000,2.530000,2.530000,2.530000,2.069162,0
2015-04-23,2.530000,2.530000,2.530000,2.530000,2.069162,0
2015-04-24,2.600000,2.600000,2.600000,2.600000,2.126411,1000
2015-04-27,2.600000,2.600000,2.600000,2.600000,2.126411,0
2015-04-28,2.690000,2.690000,2.690000,2.690000,2.200018,5000
2015-04-29,2.690000,2.690000,2.690000,2.690000,2.200018,0
2015-04-30,2.690000,2.690000,2.690000,2.690000,2.200018,0
2015-05-01,2.690000,2.690000,2.690000,2.690000,2.200018,0
2015-05-04,2.690000,2.700000,2.690000,2.700000,2.208196,5400
2015-05-05,2.700000,2.700000,2.700000,2.700000,2.208196,0
2015-05-06,2.760000,2.760000,2.760000,2.760000,2.257267,1000
2015-05-07,2.880000,2.880000,2.880000,2.880000,2.355409,100
2015-05-08,3.020000,3.020000,2.960000,2.960000,2.420837,400
2015-05-11,2.960000,2.960000,2.960000,2.960000,2.420837,0
2015-05-12,2.960000,2.960000,2.960000,2.960000,2.420837,0
2015-05-13,2.960000,2.960000,2.960000,2.960000,2.420837,0
2015-05-14,2.960000,2.960000,2.960000,2.960000,2.420837,0
2015-05-15,2.960000,2.960000,2.960000,2.960000,2.420837,0
2015-05-18,2.960000,2.960000,2.960000,2.960000,2.420837,0
2015-05-19,2.960000,2.960000,2.960000,2.960000,2.420837,0
2015-05-20,2.960000,2.960000,2.960000,2.960000,2.420837,0
2015-05-21,2.960000,2.960000,2.960000,2.960000,2.420837,0
2015-05-22,2.960000,2.960000,2.960000,2.960000,2.420837,0
2015-05-26,3.060000,3.060000,3.060000,3.060000,2.502622,1000
2015-05-27,3.060000,3.060000,3.060000,3.060000,2.502622,0
2015-05-28,3.060000,3.060000,3.060000,3.060000,2.502622,0
2015-05-29,3.060000,3.060000,3.060000,3.060000,2.502622,0
2015-06-01,3.060000,3.060000,3.060000,3.060000,2.502622,0
2015-06-02,3.020000,3.020000,3.010000,3.010000,2.461730,300
2015-06-03,3.010000,3.010000,3.010000,3.010000,2.461730,0
2015-06-04,3.010000,3.010000,3.010000,3.010000,2.461730,0
2015-06-05,3.010000,3.010000,3.010000,3.010000,2.461730,0
2015-06-08,3.010000,3.010000,3.010000,3.010000,2.461730,0
2015-06-09,3.010000,3.010000,3.010000,3.010000,2.461730,0
2015-06-10,3.010000,3.010000,3.010000,3.010000,2.461730,500
2015-06-11,3.010000,3.010000,3.010000,3.010000,2.461730,0
2015-06-12,3.010000,3.010000,3.010000,3.010000,2.461730,0
2015-06-15,2.970000,2.970000,2.970000,2.970000,2.429016,200
2015-06-16,2.970000,2.970000,2.970000,2.970000,2.429016,0
2015-06-17,3.160000,3.160000,3.140000,3.140000,2.568050,400
2015-06-18,3.090000,3.090000,3.090000,3.090000,2.527158,100
2015-06-19,3.210000,3.230000,3.210000,3.230000,2.641657,400
2015-06-22,3.250000,3.250000,3.250000,3.250000,2.658014,600
2015-06-23,3.250000,3.250000,3.250000,3.250000,2.658014,0
2015-06-24,3.250000,3.250000,3.250000,3.250000,2.658014,0
2015-06-25,3.250000,3.250000,3.250000,3.250000,2.658014,0
2015-06-26,3.250000,3.250000,3.250000,3.250000,2.658014,0
2015-06-29,3.130000,3.130000,3.130000,3.130000,2.559872,1000
2015-06-30,3.130000,3.130000,3.130000,3.130000,2.559872,0
2015-07-01,3.280000,3.280000,3.280000,3.280000,2.682549,400
2015-07-02,3.280000,3.280000,3.280000,3.280000,2.682549,0
2015-07-06,3.270000,3.300000,3.210000,3.210000,2.625300,9600
2015-07-07,3.210000,3.210000,3.210000,3.210000,2.640931,0
2015-07-08,3.210000,3.210000,3.210000,3.210000,2.640931,0
2015-07-09,3.230000,3.230000,3.230000,3.230000,2.657386,200
2015-07-10,3.230000,3.230000,3.230000,3.230000,2.657386,0
2015-07-13,3.230000,3.230000,3.230000,3.230000,2.657386,0
2015-07-14,3.230000,3.230000,3.230000,3.230000,2.657386,0
2015-07-15,3.230000,3.230000,3.230000,3.230000,2.657386,0
2015-07-16,3.580000,3.580000,3.580000,3.580000,2.945338,1200
2015-07-17,3.580000,3.580000,3.580000,3.580000,2.945338,0
2015-07-20,3.580000,3.580000,3.580000,3.580000,2.945338,0
2015-07-21,3.600000,3.600000,3.600000,3.600000,2.961792,1000
2015-07-22,3.600000,3.600000,3.600000,3.600000,2.961792,0
2015-07-23,3.670000,3.670000,3.670000,3.670000,3.019383,2100
2015-07-24,3.670000,3.670000,3.670000,3.670000,3.019383,0
2015-07-27,3.580000,3.580000,3.580000,3.580000,2.945338,100
2015-07-28,3.580000,3.580000,3.580000,3.580000,2.945338,0
2015-07-29,3.630000,3.650000,3.630000,3.650000,3.002928,4400
2015-07-30,3.220000,3.250000,3.220000,3.220000,2.649158,4800
2015-07-31,3.220000,3.220000,3.220000,3.220000,2.649158,0
2015-08-03,3.290000,3.290000,3.290000,3.290000,2.706749,200
2015-08-04,3.260000,3.260000,3.260000,3.260000,2.682067,1000
2015-08-05,3.260000,3.260000,3.260000,3.260000,2.682067,0
2015-08-06,3.310000,3.310000,3.310000,3.310000,2.723203,700
2015-08-07,3.310000,3.310000,3.310000,3.310000,2.723203,0
2015-08-10,3.310000,3.310000,3.310000,3.310000,2.723203,0
2015-08-11,3.330000,3.330000,3.250000,3.250000,2.673840,1400
2015-08-12,3.250000,3.250000,3.250000,3.250000,2.673840,0
2015-08-13,3.250000,3.250000,3.250000,3.250000,2.673840,0
2015-08-14,3.250000,3.250000,3.250000,3.250000,2.673840,0
2015-08-17,3.250000,3.250000,3.250000,3.250000,2.673840,0
2015-08-18,3.250000,3.250000,3.250000,3.250000,2.673840,0
2015-08-19,3.200000,3.200000,3.100000,3.100000,2.550432,700
2015-08-20,2.830000,2.830000,2.830000,2.830000,2.328298,200
2015-08-21,2.830000,2.830000,2.830000,2.830000,2.328298,0
2015-08-24,2.680000,2.790000,2.680000,2.790000,2.295389,1200
2015-08-25,2.790000,2.790000,2.790000,2.790000,2.295389,0
2015-08-26,2.790000,2.790000,2.790000,2.790000,2.295389,0
2015-08-27,2.990000,2.990000,2.990000,2.990000,2.459933,100
2015-08-28,2.990000,2.990000,2.990000,2.990000,2.459933,0
2015-08-31,2.990000,2.990000,2.990000,2.990000,2.459933,0
2015-09-01,2.990000,2.990000,2.990000,2.990000,2.459933,0
2015-09-02,2.990000,2.990000,2.990000,2.990000,2.459933,0
2015-09-03,2.990000,2.990000,2.990000,2.990000,2.459933,0
2015-09-04,2.810000,2.810000,2.810000,2.810000,2.311843,100
2015-09-08,2.760000,2.760000,2.760000,2.760000,2.270707,400
2015-09-09,2.820000,2.820000,2.820000,2.820000,2.320071,100
2015-09-10,2.820000,2.820000,2.820000,2.820000,2.320071,0
2015-09-11,2.820000,2.820000,2.820000,2.820000,2.320071,0
2015-09-14,2.820000,2.820000,2.820000,2.820000,2.320071,0
2015-09-15,2.820000,2.820000,2.820000,2.820000,2.320071,0
2015-09-16,2.820000,2.820000,2.820000,2.820000,2.320071,0
2015-09-17,2.820000,2.820000,2.820000,2.820000,2.320071,0
2015-09-18,2.820000,2.820000,2.820000,2.820000,2.320071,0
2015-09-21,2.820000,2.820000,2.820000,2.820000,2.320071,0
2015-09-22,2.820000,2.820000,2.820000,2.820000,2.320071,0
2015-09-23,2.820000,2.820000,2.820000,2.820000,2.320071,0
2015-09-24,2.820000,2.820000,2.820000,2.820000,2.320071,0
2015-09-25,2.820000,2.820000,2.820000,2.820000,2.320071,0
2015-09-28,2.820000,2.820000,2.820000,2.820000,2.320071,0
2015-09-29,2.690000,2.690000,2.690000,2.690000,2.213117,1000
2015-09-30,2.690000,2.690000,2.690000,2.690000,2.213117,0
2015-10-01,2.690000,2.690000,2.690000,2.690000,2.213117,0
2015-10-02,2.690000,2.690000,2.690000,2.690000,2.213117,0
2015-10-05,2.690000,2.690000,2.690000,2.690000,2.213117,0
2015-10-06,2.960000,2.960000,2.960000,2.960000,2.435251,7700
2015-10-07,2.960000,2.960000,2.960000,2.960000,2.435251,0
2015-10-08,2.960000,2.960000,2.960000,2.960000,2.435251,0
2015-10-09,2.960000,2.960000,2.960000,2.960000,2.435251,0
2015-10-12,2.960000,2.960000,2.960000,2.960000,2.435251,0
2015-10-13,2.960000,2.960000,2.960000,2.960000,2.435251,0
2015-10-14,2.960000,2.960000,2.960000,2.960000,2.435251,0
