Date,Open,High,Low,Close,Adj Close,Volume
2015-10-15,2.960000,2.960000,2.960000,2.960000,2.435251,0
2015-10-16,2.960000,2.960000,2.960000,2.960000,2.435251,0
2015-10-19,2.960000,2.960000,2.960000,2.960000,2.435251,0
2015-10-20,2.960000,2.960000,2.960000,2.960000,2.435251,0
2015-10-21,2.960000,2.960000,2.960000,2.960000,2.435251,0
2015-10-22,2.960000,2.960000,2.960000,2.960000,2.435251,0
2015-10-23,2.960000,2.960000,2.960000,2.960000,2.435251,0
2015-10-26,2.960000,2.960000,2.960000,2.960000,2.435251,0
2015-10-27,2.960000,2.960000,2.960000,2.960000,2.435251,0
2015-10-28,3.080000,3.080000,3.080000,3.080000,2.533978,100
2015-10-29,3.080000,3.080000,3.080000,3.080000,2.533978,0
2015-10-30,3.080000,3.080000,3.080000,3.080000,2.533978,0
2015-11-02,3.190000,3.190000,3.190000,3.190000,2.624477,300
2015-11-03,3.130000,3.130000,3.130000,3.130000,2.575114,5500
2015-11-04,3.130000,3.130000,3.130000,3.130000,2.575114,0
2015-11-05,3.130000,3.130000,3.130000,3.130000,2.575114,0
2015-11-06,3.130000,3.130000,3.130000,3.130000,2.575114,0
2015-11-09,3.130000,3.130000,3.130000,3.130000,2.575114,0
2015-11-10,3.200000,3.300000,3.190000,3.300000,2.714976,1600
2015-11-11,3.300000,3.300000,3.300000,3.300000,2.714976,0
2015-11-12,3.300000,3.300000,3.300000,3.300000,2.714976,0
2015-11-13,3.300000,3.300000,3.300000,3.300000,2.714976,0
2015-11-16,3.300000,3.300000,3.300000,3.300000,2.714976,0
2015-11-17,3.250000,3.250000,3.250000,3.250000,2.673840,1100
2015-11-18,3.250000,3.250000,3.250000,3.250000,2.673840,0
2015-11-19,3.370000,3.370000,3.370000,3.370000,2.772567,1000
2015-11-20,3.370000,3.370000,3.370000,3.370000,2.772567,0
2015-11-23,3.370000,3.370000,3.370000,3.370000,2.772567,0
2015-11-24,3.370000,3.370000,3.370000,3.370000,2.772567,0
2015-11-25,3.370000,3.370000,3.370000,3.370000,2.772567,0
2015-11-27,3.370000,3.370000,3.370000,3.370000,2.772567,0
2015-11-30,3.370000,3.370000,3.370000,3.370000,2.772567,0
2015-12-01,3.370000,3.370000,3.370000,3.370000,2.772567,0
2015-12-02,3.470000,3.480000,3.470000,3.480000,2.863066,2000
2015-12-03,3.480000,3.480000,3.480000,3.480000,2.863066,0
2015-12-04,3.600000,3.600000,3.600000,3.600000,2.961792,4000
2015-12-07,3.600000,3.600000,3.600000,3.600000,2.961792,0
2015-12-08,3.480000,3.520000,3.480000,3.520000,2.895975,2800
2015-12-09,3.520000,3.520000,3.520000,3.520000,2.895975,0
2015-12-10,3.520000,3.520000,3.520000,3.520000,2.895975,0
2015-12-11,3.400000,3.440000,3.400000,3.440000,2.830157,4300
2015-12-14,3.410000,3.410000,3.410000,3.410000,2.805476,800
2015-12-15,3.410000,3.410000,3.410000,3.410000,2.805476,0
2015-12-16,3.550000,3.570000,3.550000,3.570000,2.937111,5900
2015-12-17,3.570000,3.570000,3.570000,3.570000,2.937111,0
2015-12-18,3.570000,3.570000,3.570000,3.570000,2.937111,0
2015-12-21,3.420000,3.430000,3.420000,3.430000,2.821930,9100
2015-12-22,3.430000,3.430000,3.430000,3.430000,2.821930,0
2015-12-23,3.430000,3.430000,3.430000,3.430000,2.821930,0
2015-12-24,3.430000,3.430000,3.430000,3.430000,2.821930,0
2015-12-28,3.430000,3.430000,3.430000,3.430000,2.821930,0
2015-12-29,3.430000,3.430000,3.430000,3.430000,2.821930,0
2015-12-30,3.430000,3.430000,3.430000,3.430000,2.821930,0
2015-12-31,3.430000,3.430000,3.430000,3.430000,2.821930,0
2016-01-04,3.430000,3.430000,3.430000,3.430000,2.821930,0
2016-01-05,3.430000,3.430000,3.430000,3.430000,2.821930,0
2016-01-06,3.430000,3.430000,3.430000,3.430000,2.821930,0
2016-01-07,3.430000,3.430000,3.430000,3.430000,2.821930,0
2016-01-08,3.430000,3.430000,3.430000,3.430000,2.821930,0
2016-01-11,3.430000,3.430000,3.430000,3.430000,2.821930,0
2016-01-12,3.430000,3.430000,3.430000,3.430000,2.821930,0
2016-01-13,3.430000,3.430000,3.430000,3.430000,2.821930,0
2016-01-14,3.270000,3.270000,3.270000,3.270000,2.690295,100
2016-01-15,3.270000,3.270000,3.270000,3.270000,2.690295,0
2016-01-19,3.270000,3.270000,3.270000,3.270000,2.690295,0
2016-01-20,3.270000,3.270000,3.270000,3.270000,2.690295,0
2016-01-21,3.270000,3.270000,3.270000,3.270000,2.690295,0
2016-01-22,3.270000,3.270000,3.270000,3.270000,2.690295,0
2016-01-25,3.270000,3.270000,3.270000,3.270000,2.690295,0
2016-01-26,3.270000,3.270000,3.270000,3.270000,2.690295,0
2016-01-27,3.270000,3.270000,3.270000,3.270000,2.690295,0
2016-01-28,3.270000,3.270000,3.270000,3.270000,2.690295,0
2016-01-29,3.700000,3.810000,3.610000,3.740000,3.076973,24600
2016-02-01,3.710000,3.710000,3.680000,3.680000,3.027610,1000
2016-02-02,3.680000,3.680000,3.680000,3.680000,3.027610,0
2016-02-03,3.650000,3.650000,3.650000,3.650000,3.002928,8400
2016-02-04,3.650000,3.650000,3.650000,3.650000,3.002928,0
2016-02-05,3.650000,3.650000,3.650000,3.650000,3.002928,0
2016-02-08,3.650000,3.650000,3.650000,3.650000,3.002928,0
2016-02-09,3.650000,3.650000,3.650000,3.650000,3.002928,0
2016-02-10,3.650000,3.650000,3.650000,3.650000,3.002928,0
2016-02-11,3.650000,3.650000,3.650000,3.650000,3.002928,0
2016-02-12,3.530000,3.530000,3.530000,3.530000,2.904202,1000
2016-02-16,3.540000,3.540000,3.540000,3.540000,2.912429,1000
2016-02-17,3.540000,3.540000,3.540000,3.540000,2.912429,0
2016-02-18,3.480000,3.480000,3.460000,3.460000,2.846611,2400
2016-02-19,3.460000,3.460000,3.460000,3.460000,2.846611,0
2016-02-22,3.460000,3.460000,3.460000,3.460000,2.846611,0
2016-02-23,3.460000,3.460000,3.460000,3.460000,2.846611,0
2016-02-24,3.460000,3.460000,3.460000,3.460000,2.846611,0
2016-02-25,3.590000,3.790000,3.590000,3.790000,3.118109,3400
2016-02-26,3.750000,3.750000,3.750000,3.750000,3.085200,500
2016-02-29,3.750000,3.750000,3.750000,3.750000,3.085200,0
2016-03-01,3.750000,3.750000,3.750000,3.750000,3.085200,0
2016-03-02,3.840000,3.840000,3.840000,3.840000,3.159245,100
2016-03-03,3.840000,3.840000,3.840000,3.840000,3.159245,0
2016-03-04,3.840000,3.840000,3.840000,3.840000,3.159245,0
2016-03-07,3.740000,3.740000,3.740000,3.740000,3.076973,100
2016-03-08,3.530000,3.530000,3.530000,3.530000,2.904202,100
2016-03-09,3.530000,3.530000,3.530000,3.530000,2.904202,0
2016-03-10,3.530000,3.530000,3.530000,3.530000,2.904202,0
2016-03-11,3.530000,3.530000,3.530000,3.530000,2.904202,0
2016-03-14,3.530000,3.530000,3.530000,3.530000,2.904202,0
2016-03-15,3.530000,3.530000,3.530000,3.530000,2.904202,0
2016-03-16,3.530000,3.530000,3.530000,3.530000,2.904202,0
2016-03-17,3.530000,3.530000,3.530000,3.530000,2.904202,0
2016-03-18,3.900000,3.900000,3.900000,3.900000,3.208608,2500
2016-03-21,3.900000,3.900000,3.900000,3.900000,3.208608,0
2016-03-22,3.890000,3.890000,3.890000,3.890000,3.200381,800
2016-03-23,3.890000,3.890000,3.890000,3.890000,3.200381,0
2016-03-24,3.890000,3.890000,3.890000,3.890000,3.200381,0
2016-03-28,3.890000,3.890000,3.890000,3.890000,3.200381,0
2016-03-29,3.920000,3.920000,3.920000,3.920000,3.225063,500
2016-03-30,3.920000,3.920000,3.920000,3.920000,3.225063,0
2016-03-31,3.920000,3.920000,3.920000,3.920000,3.225063,0
2016-04-01,3.900000,3.900000,3.900000,3.900000,3.208608,200
2016-04-04,3.900000,3.900000,3.900000,3.900000,3.208608,0
2016-04-05,3.900000,3.900000,3.900000,3.900000,3.208608,0
2016-04-06,3.900000,3.900000,3.900000,3.900000,3.208608,0
2016-04-07,3.900000,3.900000,3.900000,3.900000,3.208608,0
2016-04-08,3.660000,3.660000,3.660000,3.660000,3.011155,1500
2016-04-11,3.660000,3.660000,3.660000,3.660000,3.011155,0
2016-04-12,3.660000,3.660000,3.660000,3.660000,3.011155,0
2016-04-13,3.660000,3.660000,3.660000,3.660000,3.011155,0
2016-04-14,3.660000,3.660000,3.660000,3.660000,3.011155,0
2016-04-15,3.680000,3.680000,3.680000,3.680000,3.027610,500
2016-04-18,3.680000,3.680000,3.680000,3.680000,3.027610,0
2016-04-19,3.900000,3.900000,3.900000,3.900000,3.208608,1000
2016-04-20,3.730000,3.740000,3.700000,3.700000,3.044064,1500
2016-04-21,3.700000,3.700000,3.700000,3.700000,3.044064,0
2016-04-22,3.700000,3.700000,3.700000,3.700000,3.044064,0
2016-04-25,3.700000,3.700000,3.700000,3.700000,3.044064,0
2016-04-26,3.700000,3.700000,3.700000,3.700000,3.044064,0
2016-04-27,3.700000,3.700000,3.700000,3.700000,3.044064,0
2016-04-28,3.810000,3.810000,3.810000,3.810000,3.134564,1500
2016-04-29,3.860000,3.860000,3.860000,3.860000,3.175699,1300
2016-05-02,3.860000,3.860000,3.860000,3.860000,3.175699,0
2016-05-03,3.860000,3.860000,3.860000,3.860000,3.175699,0
2016-05-04,3.860000,3.860000,3.860000,3.860000,3.175699,0
2016-05-05,4.130000,4.200000,4.130000,4.200000,3.455425,2100
2016-05-06,4.040000,4.040000,4.040000,4.040000,3.323789,1000
2016-05-09,4.040000,4.040000,4.040000,4.040000,3.323789,0
2016-05-10,4.060000,4.060000,4.060000,4.060000,3.340243,1000
2016-05-11,4.060000,4.060000,4.060000,4.060000,3.340243,1000
2016-05-12,3.990000,3.990000,3.990000,3.990000,3.282653,700
2016-05-13,3.990000,3.990000,3.990000,3.990000,3.282653,0
2016-05-16,3.990000,3.990000,3.990000,3.990000,3.282653,0
2016-05-17,4.010000,4.010000,4.010000,4.010000,3.299108,1900
2016-05-18,3.880000,3.880000,3.880000,3.880000,3.192154,400
2016-05-19,3.950000,3.950000,3.950000,3.950000,3.249744,1400
2016-05-20,3.950000,3.950000,3.950000,3.950000,3.249744,0
2016-05-23,3.950000,3.950000,3.950000,3.950000,3.249744,0
2016-05-24,3.960000,3.960000,3.960000,3.960000,3.257972,1000
2016-05-25,3.960000,3.960000,3.960000,3.960000,3.257972,0
2016-05-26,3.960000,3.960000,3.960000,3.960000,3.257972,0
2016-05-27,3.910000,3.910000,3.910000,3.910000,3.216835,1000
2016-05-31,3.910000,3.910000,3.910000,3.910000,3.216835,0
2016-06-01,4.020000,4.060000,4.020000,4.060000,3.340243,1600
2016-06-02,4.060000,4.060000,4.060000,4.060000,3.340243,0
2016-06-03,4.060000,4.060000,4.060000,4.060000,3.340243,0
2016-06-06,4.040000,4.040000,4.040000,4.040000,3.323789,1000
2016-06-07,4.040000,4.040000,4.040000,4.040000,3.323789,0
2016-06-08,4.040000,4.040000,4.040000,4.040000,3.323789,0
2016-06-09,4.040000,4.040000,4.040000,4.040000,3.323789,0
2016-06-10,3.910000,3.910000,3.910000,3.910000,3.216835,800
2016-06-13,3.780000,3.780000,3.720000,3.720000,3.060519,4100
2016-06-14,3.720000,3.720000,3.720000,3.720000,3.060519,0
2016-06-15,3.860000,3.860000,3.790000,3.790000,3.118109,16900
2016-06-16,3.780000,4.250000,3.780000,3.950000,3.249744,4300
2016-06-17,4.150000,4.150000,4.050000,4.050000,3.332016,900
2016-06-20,4.060000,4.060000,3.980000,4.030000,3.315562,1400
2016-06-21,3.960000,3.970000,3.860000,3.970000,3.266199,4400
2016-06-22,3.970000,3.970000,3.970000,3.970000,3.266199,0
2016-06-23,4.030000,4.030000,4.030000,4.030000,3.315562,1000
2016-06-24,3.750000,3.750000,3.520000,3.530000,2.904202,16800
2016-06-27,3.530000,3.530000,3.530000,3.530000,2.904202,0
2016-06-28,3.530000,3.530000,3.530000,3.530000,2.904202,0
2016-06-29,3.890000,4.030000,3.890000,4.030000,3.315562,15700
2016-06-30,4.140000,4.140000,4.140000,4.140000,3.406061,200
2016-07-01,4.030000,4.030000,4.030000,4.030000,3.315562,1000
2016-07-05,3.730000,3.820000,3.730000,3.820000,3.169531,1400
2016-07-06,3.630000,3.900000,3.630000,3.900000,3.235909,15200
2016-07-07,3.780000,3.840000,3.780000,3.830000,3.177829,1100
2016-07-08,3.840000,3.840000,3.840000,3.840000,3.186126,2000
2016-07-11,3.840000,3.840000,3.840000,3.840000,3.186126,0
2016-07-12,4.000000,4.000000,4.000000,4.000000,3.318881,2400
2016-07-13,4.000000,4.000000,4.000000,4.000000,3.318881,1500
2016-07-14,4.000000,4.000000,4.000000,4.000000,3.318881,0
2016-07-15,3.970000,3.980000,3.970000,3.980000,3.302287,2000
2016-07-18,3.980000,3.980000,3.980000,3.980000,3.302287,1000
2016-07-19,3.980000,3.980000,3.980000,3.980000,3.302287,0
2016-07-20,3.980000,3.980000,3.980000,3.980000,3.302287,0
2016-07-21,3.980000,3.980000,3.980000,3.980000,3.302287,0
2016-07-22,3.980000,3.980000,3.980000,3.980000,3.302287,0
2016-07-25,3.980000,3.980000,3.980000,3.980000,3.302287,0
2016-07-26,3.980000,3.980000,3.980000,3.980000,3.302287,100
2016-07-27,4.020000,4.220000,4.020000,4.220000,3.501419,1600
2016-07-28,4.250000,4.250000,4.200000,4.200000,3.484825,1400
2016-07-29,4.150000,4.150000,4.150000,4.150000,3.443339,1500
2016-08-01,4.250000,4.250000,4.200000,4.200000,3.484825,1200
2016-08-02,4.180000,4.180000,4.180000,4.180000,3.468230,100
2016-08-03,4.180000,4.180000,4.140000,4.140000,3.435042,300
2016-08-04,4.140000,4.140000,4.140000,4.140000,3.435042,0
2016-08-05,4.310000,4.310000,4.310000,4.310000,3.576094,1100
2016-08-08,4.320000,4.320000,4.320000,4.320000,3.584392,200
2016-08-09,4.320000,4.320000,4.320000,4.320000,3.584392,0
2016-08-10,4.320000,4.320000,4.320000,4.320000,3.584392,0
2016-08-11,4.400000,4.400000,4.400000,4.400000,3.650769,1300
2016-08-12,4.390000,4.390000,4.390000,4.390000,3.642472,200
